18:23, Thursday, August 05, 2021
13161  ,-26.2756  ,-192.387  ,-19  ,3.19079e-01
12586  ,-143.643  ,-188.456  ,-38  ,3.19064e-01
15323  ,8.73556  ,-192.387  ,-9.5  ,3.19020e-01
9445  ,-87.53  ,-192.387  ,-38  ,3.19014e-01
15317  ,43.75  ,-192.5  ,0  ,3.18997e-01
15321  ,17.799  ,-190.478  ,0  ,3.18997e-01
12322  ,-130.618  ,-180.009  ,0  ,3.18997e-01
15819  ,-192.5  ,-174.947  ,2  ,3.18987e-01
12579  ,-112.226  ,-188.456  ,-28.5  ,3.18980e-01
13159  ,-16.8801  ,-190.422  ,-9.5  ,3.18975e-01
15477  ,26.549  ,-190.478  ,2  ,3.18946e-01
15439  ,-70  ,-183.041  ,4  ,3.18945e-01
11686  ,-7.65191  ,-188.456  ,0  ,3.18936e-01
15489  ,52.5  ,-192.5  ,2  ,3.18927e-01
11669  ,-43.2485  ,-188.456  ,-9.5  ,3.18919e-01
13303  ,-52.5275  ,-192.387  ,-28.5  ,3.18883e-01
13321  ,-110.873  ,-190.422  ,-38  ,3.18875e-01
15496  ,61.25  ,-192.5  ,4  ,3.18853e-01
13307  ,-76.2987  ,-190.422  ,-27.5  ,3.18831e-01
13151  ,-42.7974  ,-190.422  ,-18  ,3.18823e-01
9472  ,-17.5249  ,-192.387  ,-19  ,3.18802e-01
15816  ,-183.75  ,-174.583  ,4  ,3.18801e-01
14332  ,-102.614  ,-181.02  ,2  ,3.18793e-01
9599  ,-134.667  ,-188.456  ,-38  ,3.18770e-01
13318  ,-78.7794  ,-192.387  ,-38  ,3.18740e-01
15322  ,17.4862  ,-192.387  ,-9.5  ,3.18727e-01
9063  ,-192.5  ,-174.894  ,0  ,3.18725e-01
12326  ,-121.789  ,-180.009  ,0  ,3.18713e-01
15312  ,26.549  ,-190.478  ,0  ,3.18700e-01
15353  ,-70  ,-183.041  ,2  ,3.18697e-01
13220  ,-8.12944  ,-190.422  ,-9.5  ,3.18695e-01
12574  ,-103.25  ,-188.456  ,-28.5  ,3.18692e-01
13140  ,-68.2987  ,-190.422  ,-26.5  ,3.18691e-01
15444  ,-61.25  ,-183.041  ,4  ,3.18683e-01
9100  ,52.5  ,-192.5  ,0  ,3.18682e-01
15346  ,-67.2142  ,-186.378  ,-9.88619  ,3.18677e-01
9839  ,0.931421  ,-188.456  ,0  ,3.18658e-01
11673  ,-34.6652  ,-188.456  ,-9.5  ,3.18655e-01
15478  ,35.1324  ,-190.478  ,2  ,3.18649e-01
13295  ,-43.7768  ,-192.387  ,-28.5  ,3.18613e-01
15488  ,61.25  ,-192.5  ,2  ,3.18605e-01
13320  ,-101.896  ,-190.422  ,-38  ,3.18586e-01
9072  ,70  ,-192.5  ,4  ,3.18525e-01
13223  ,-8.77429  ,-192.387  ,-19  ,3.18521e-01
14339  ,-93.8639  ,-181.02  ,2  ,3.18519e-01
13349  ,-192.538  ,-183.641  ,-38  ,3.18516e-01
13149  ,-35.4773  ,-190.422  ,-19  ,3.18486e-01
12583  ,-125.69  ,-188.456  ,-38  ,3.18477e-01
9446  ,-70.0287  ,-192.387  ,-38  ,3.18470e-01
15325  ,-0.0118206  ,-190.478  ,-9.5  ,3.18456e-01
13139  ,-60.2987  ,-190.422  ,-26.5  ,3.18446e-01
15437  ,-76.2843  ,-182.031  ,2  ,3.18436e-01
15316  ,26.236  ,-192.387  ,-9.5  ,3.18429e-01
12327  ,-112.812  ,-180.009  ,0  ,3.18424e-01
15445  ,-52.5  ,-183.041  ,4  ,3.18417e-01
15313  ,35.1324  ,-190.478  ,0  ,3.18404e-01
12576  ,-90.6652  ,-188.456  ,-27.5  ,3.18396e-01
11690  ,9.51475  ,-188.456  ,0  ,3.18375e-01
11674  ,-25.689  ,-188.456  ,-9.5  ,3.18375e-01
15309  ,61.25  ,-192.5  ,0  ,3.18360e-01
11300  ,-82.5686  ,-188.456  ,-25.5  ,3.18351e-01
15479  ,43.7157  ,-190.478  ,2  ,3.18347e-01
9284  ,-175  ,-174.167  ,4  ,3.18346e-01
13296  ,-35.0262  ,-192.387  ,-28.5  ,3.18340e-01
13315  ,-93.1459  ,-190.422  ,-38  ,3.18307e-01
9969  ,-50.5686  ,-188.456  ,-17  ,3.18292e-01
15495  ,70  ,-192.5  ,2  ,3.18277e-01
14340  ,-85.0343  ,-181.02  ,2  ,3.18250e-01
13313  ,-85.0493  ,-190.422  ,-36  ,3.18245e-01
9461  ,-0.0236407  ,-192.387  ,-19  ,3.18236e-01
13150  ,-26.5011  ,-190.422  ,-19  ,3.18205e-01
13312  ,-61.2781  ,-192.387  ,-38  ,3.18201e-01
12993  ,-190.531  ,-181.675  ,-31.6667  ,3.18197e-01
15503  ,78.75  ,-192.5  ,4  ,3.18197e-01
15350  ,-76.2843  ,-182.031  ,0  ,3.18189e-01
9600  ,-116.714  ,-188.456  ,-38  ,3.18184e-01
13146  ,-51.548  ,-190.422  ,-26.5  ,3.18178e-01
15319  ,8.73818  ,-190.478  ,-9.5  ,3.18168e-01
15451  ,-43.75  ,-183.041  ,4  ,3.18149e-01
12331  ,-103.983  ,-180.009  ,0  ,3.18142e-01
15315  ,34.9866  ,-192.387  ,-9.5  ,3.18127e-01
11299  ,-74.5686  ,-188.456  ,-25.5  ,3.18105e-01
11678  ,-17.1056  ,-188.456  ,-9.5  ,3.18104e-01
15314  ,43.7157  ,-190.478  ,0  ,3.18101e-01
9838  ,18.0981  ,-188.456  ,0  ,3.18088e-01
14306  ,-166.25  ,-174.167  ,4  ,3.18068e-01
13288  ,-26.2756  ,-192.387  ,-28.5  ,3.18065e-01
15485  ,52.4657  ,-190.478  ,2  ,3.18032e-01
9101  ,70  ,-192.5  ,0  ,3.18031e-01
13314  ,-84.1697  ,-190.422  ,-38  ,3.18023e-01
13306  ,-76.2987  ,-190.422  ,-36  ,3.17973e-01
15814  ,-190.512  ,-172.752  ,2  ,3.17972e-01
11282  ,-43.2485  ,-188.456  ,-18  ,3.17956e-01
15494  ,78.75  ,-192.5  ,2  ,3.17948e-01
13224  ,8.72699  ,-192.387  ,-19  ,3.17946e-01
9447  ,-52.5275  ,-192.387  ,-38  ,3.17931e-01
13157  ,-17.7505  ,-190.422  ,-19  ,3.17928e-01
13152  ,-42.7974  ,-190.422  ,-26.5  ,3.17907e-01
12580  ,-107.738  ,-188.456  ,-38  ,3.17892e-01
15452  ,-35  ,-183.041  ,4  ,3.17882e-01
9071  ,87.5  ,-192.5  ,4  ,3.17869e-01
15318  ,17.7144  ,-190.478  ,-9.5  ,3.17867e-01
15308  ,43.7364  ,-192.387  ,-9.5  ,3.17818e-01
11679  ,-8.12944  ,-188.456  ,-9.5  ,3.17817e-01
11695  ,26.6814  ,-188.456  ,0  ,3.17797e-01
9264  ,-157.5  ,-174.167  ,4  ,3.17787e-01
15306  ,52.4657  ,-190.478  ,0  ,3.17787e-01
13289  ,-17.5249  ,-192.387  ,-28.5  ,3.17786e-01
13309  ,-75.419  ,-190.422  ,-38  ,3.17750e-01
12340  ,-91.3982  ,-180.009  ,0  ,3.17748e-01
13305  ,-68.2987  ,-190.422  ,-36  ,3.17726e-01
15550  ,-190.512  ,-172.699  ,0  ,3.17709e-01
15303  ,78.75  ,-192.5  ,0  ,3.17702e-01
13304  ,-43.7768  ,-192.387  ,-38  ,3.17659e-01
9462  ,17.4776  ,-192.387  ,-19  ,3.17653e-01
13218  ,-8.99983  ,-190.422  ,-19  ,3.17647e-01
15552  ,-192.538  ,-174.894  ,-9.5  ,3.17628e-01
15502  ,87.5  ,-192.5  ,2  ,3.17620e-01
9983  ,-35.9284  ,-188.456  ,-19  ,3.17619e-01
15458  ,-26.25  ,-183.041  ,4  ,3.17611e-01
9601  ,-98.7617  ,-188.456  ,-38  ,3.17603e-01
12995  ,-190.531  ,-181.675  ,-38  ,3.17586e-01
13138  ,-67.2286  ,-186.322  ,-19.3862  ,3.17581e-01
15311  ,26.4644  ,-190.478  ,-9.5  ,3.17570e-01
15510  ,96.25  ,-192.5  ,4  ,3.17541e-01
12575  ,-90.6652  ,-188.456  ,-36  ,3.17539e-01
11684  ,0.453896  ,-188.456  ,-9.5  ,3.17538e-01
14202  ,-181.762  ,-172.335  ,2  ,3.17519e-01
14354  ,-60.2843  ,-181.02  ,2  ,3.17507e-01
13282  ,-8.77429  ,-192.387  ,-28.5  ,3.17504e-01
15307  ,52.487  ,-192.387  ,-9.5  ,3.17503e-01
9837  ,35.2648  ,-188.456  ,0  ,3.17501e-01
9966  ,-82.5686  ,-188.456  ,-34  ,3.17480e-01
11668  ,-57.4985  ,-184.357  ,-9.88619  ,3.17480e-01
12341  ,-82.5686  ,-180.009  ,0  ,3.17479e-01
13308  ,-66.4429  ,-190.422  ,-38  ,3.17474e-01
13291  ,-35.4773  ,-190.422  ,-28.5  ,3.17471e-01
15296  ,61.2157  ,-190.478  ,0  ,3.17465e-01
13299  ,-59.548  ,-190.422  ,-36  ,3.17457e-01
9448  ,-35.0262  ,-192.387  ,-38  ,3.17385e-01
14317  ,-148.75  ,-173.875  ,4  ,3.17378e-01
9102  ,87.5  ,-192.5  ,0  ,3.17373e-01
11286  ,-50.5686  ,-188.456  ,-25.5  ,3.17370e-01
13217  ,26.2283  ,-192.387  ,-19  ,3.17355e-01
13219  ,-0.0236409  ,-190.422  ,-19  ,3.17355e-01
11250  ,-26.9522  ,-188.456  ,-19  ,3.17338e-01
15459  ,-17.5  ,-183.041  ,4  ,3.17336e-01
13155  ,-30.9892  ,-190.422  ,-28.5  ,3.17330e-01
12577  ,-89.7855  ,-188.456  ,-38  ,3.17316e-01
13144  ,-58.478  ,-186.322  ,-19.3862  ,3.17315e-01
15501  ,96.25  ,-192.5  ,2  ,3.17292e-01
15310  ,35.4406  ,-190.478  ,-9.5  ,3.17259e-01
12572  ,-81.689  ,-188.456  ,-36  ,3.17255e-01
11683  ,9.43009  ,-188.456  ,-9.5  ,3.17242e-01
14368  ,-51.5343  ,-181.02  ,2  ,3.17240e-01
11293  ,-74.5686  ,-188.456  ,-34  ,3.17232e-01
13283  ,-0.0236407  ,-192.387  ,-28.5  ,3.17218e-01
9070  ,105  ,-192.5  ,4  ,3.17214e-01
13298  ,-51.548  ,-190.422  ,-36  ,3.17211e-01
13301  ,-57.6922  ,-190.422  ,-38  ,3.17204e-01
11699  ,43.8481  ,-188.456  ,0  ,3.17200e-01
15300  ,61.2368  ,-192.387  ,-9.5  ,3.17178e-01
12343  ,-188.524  ,-179.48  ,-31.6667  ,3.17169e-01
15491  ,77.2157  ,-190.478  ,2  ,3.17111e-01
13297  ,-26.2756  ,-192.387  ,-38  ,3.17108e-01
14201  ,-168.298  ,-172.335  ,2  ,3.17093e-01
13214  ,8.72699  ,-190.422  ,-19  ,3.17066e-01
15465  ,-8.75  ,-183.041  ,4  ,3.17059e-01
9982  ,-17.976  ,-188.456  ,-19  ,3.17054e-01
9463  ,34.9789  ,-192.387  ,-19  ,3.17052e-01
15293  ,96.25  ,-192.5  ,0  ,3.17045e-01
11285  ,-43.2485  ,-188.456  ,-26.5  ,3.17038e-01
9602  ,-80.8094  ,-188.456  ,-38  ,3.17032e-01
12571  ,-73.689  ,-188.456  ,-36  ,3.17007e-01
11295  ,-73.4985  ,-184.357  ,-18.3862  ,3.17002e-01
9967  ,-66.5686  ,-188.456  ,-34  ,3.16987e-01
14377  ,-42.7843  ,-181.02  ,2  ,3.16972e-01
9262  ,-140  ,-173.583  ,4  ,3.16967e-01
15509  ,105  ,-192.5  ,2  ,3.16965e-01
11687  ,18.0134  ,-188.456  ,-9.5  ,3.16955e-01
15304  ,44.1906  ,-190.478  ,-9.5  ,3.16951e-01
13292  ,-42.7974  ,-190.422  ,-36  ,3.16939e-01
13278  ,8.72699  ,-192.387  ,-28.5  ,3.16928e-01
13300  ,-48.716  ,-190.422  ,-38  ,3.16927e-01
13285  ,-17.7505  ,-190.422  ,-28.5  ,3.16910e-01
9836  ,52.4314  ,-188.456  ,0  ,3.16892e-01
15517  ,113.75  ,-192.5  ,4  ,3.16886e-01
15298  ,77.2157  ,-190.478  ,0  ,3.16864e-01
15299  ,69.9874  ,-192.387  ,-9.5  ,3.16849e-01
11373  ,-188.524  ,-174.992  ,-15.8333  ,3.16845e-01
9449  ,-17.5249  ,-192.387  ,-38  ,3.16828e-01
14302  ,-159.548  ,-172.335  ,2  ,3.16811e-01
15497  ,85.9657  ,-190.478  ,2  ,3.16782e-01
15466  ,0  ,-183.041  ,4  ,3.16777e-01
15305  ,52.4657  ,-190.478  ,-8.5  ,3.16771e-01
11255  ,-8.99983  ,-188.456  ,-19  ,3.16766e-01
13160  ,-13.2624  ,-190.422  ,-28.5  ,3.16766e-01
13213  ,17.7032  ,-190.422  ,-19  ,3.16765e-01
12573  ,-71.8332  ,-188.456  ,-38  ,3.16754e-01
14303  ,-150.571  ,-172.864  ,2  ,3.16751e-01
13212  ,43.7295  ,-192.387  ,-19  ,3.16743e-01
12565  ,-40.4165  ,-188.456  ,-28.5  ,3.16741e-01
11291  ,-58.5686  ,-188.456  ,-34  ,3.16741e-01
12569  ,-64.7128  ,-188.456  ,-36  ,3.16731e-01
15345  ,-67.9584  ,-181.472  ,-8.01523  ,3.16728e-01
9103  ,105  ,-192.5  ,0  ,3.16718e-01
14378  ,-34.201  ,-181.02  ,2  ,3.16708e-01
9688  ,-188.524  ,-170.504  ,0  ,3.16694e-01
14325  ,-131.25  ,-173.583  ,4  ,3.16680e-01
11692  ,26.5967  ,-188.456  ,-9.5  ,3.16663e-01
13294  ,-39.9654  ,-190.422  ,-38  ,3.16654e-01
15508  ,113.75  ,-192.5  ,2  ,3.16637e-01
13277  ,17.4776  ,-192.387  ,-28.5  ,3.16634e-01
12873  ,-190.531  ,-172.699  ,-9.5  ,3.16608e-01
9523  ,-192.538  ,-174.894  ,-19  ,3.16583e-01
9069  ,122.5  ,-192.5  ,4  ,3.16558e-01
12591  ,-188.524  ,-179.48  ,-38  ,3.16555e-01
13290  ,-8.77427  ,-192.387  ,-38  ,3.16545e-01
15289  ,85.9657  ,-190.478  ,0  ,3.16535e-01
15292  ,78.7372  ,-192.387  ,-9.5  ,3.16518e-01
11279  ,-57.4985  ,-184.357  ,-18.3862  ,3.16515e-01
11672  ,-50.5686  ,-180.009  ,0  ,3.16514e-01
9968  ,-50.5686  ,-188.456  ,-34  ,3.16494e-01
15473  ,8.75  ,-183.041  ,4  ,3.16491e-01
12568  ,-56.7128  ,-188.456  ,-36  ,3.16485e-01
13222  ,-4.51174  ,-190.422  ,-28.5  ,3.16482e-01
9603  ,-62.857  ,-188.456  ,-38  ,3.16477e-01
9975  ,-0.0236412  ,-188.456  ,-19  ,3.16474e-01
13209  ,26.4538  ,-190.422  ,-19  ,3.16467e-01
12562  ,-31.4403  ,-188.456  ,-28.5  ,3.16461e-01
12338  ,-82.5686  ,-180.009  ,-8.5  ,3.16459e-01
15498  ,94.6361  ,-190.478  ,2  ,3.16458e-01
15295  ,61.2157  ,-190.478  ,-8.5  ,3.16447e-01
14387  ,-25.451  ,-181.02  ,2  ,3.16437e-01
9464  ,52.4802  ,-192.387  ,-19  ,3.16427e-01
9260  ,-122.5  ,-173.583  ,4  ,3.16392e-01
15287  ,113.75  ,-192.5  ,0  ,3.16391e-01
13293  ,-30.9892  ,-190.422  ,-38  ,3.16372e-01
11691  ,35.5729  ,-188.456  ,-9.5  ,3.16353e-01
14314  ,-141.821  ,-172.572  ,2  ,3.16338e-01
13273  ,26.2283  ,-192.387  ,-28.5  ,3.16335e-01
15516  ,122.5  ,-192.5  ,2  ,3.16310e-01
12305  ,-175.059  ,-170.504  ,0  ,3.16270e-01
9450  ,-0.0236435  ,-192.387  ,-38  ,3.16257e-01
11671  ,-41.9852  ,-180.009  ,0  ,3.16250e-01
15524  ,131.25  ,-192.5  ,4  ,3.16230e-01
15290  ,94.6361  ,-190.478  ,0  ,3.16211e-01
12566  ,-47.7366  ,-188.456  ,-36  ,3.16207e-01
15472  ,17.5  ,-183.041  ,4  ,3.16201e-01
12570  ,-53.8808  ,-188.456  ,-38  ,3.16201e-01
15291  ,87.4878  ,-192.387  ,-9.5  ,3.16188e-01
13221  ,4.46445  ,-190.422  ,-28.5  ,3.16186e-01
11256  ,8.95255  ,-188.456  ,-19  ,3.16177e-01
12563  ,-22.4641  ,-188.456  ,-28.5  ,3.16177e-01
14388  ,-16.8676  ,-181.02  ,2  ,3.16168e-01
11371  ,-188.524  ,-174.992  ,-22.1667  ,3.16166e-01
13208  ,35.43  ,-190.422  ,-19  ,3.16156e-01
15504  ,103.386  ,-190.478  ,2  ,3.16132e-01
14333  ,-113.75  ,-173.583  ,4  ,3.16104e-01
13207  ,61.2308  ,-192.387  ,-19  ,3.16102e-01
13287  ,-22.2386  ,-190.422  ,-38  ,3.16094e-01
9104  ,122.5  ,-192.5  ,0  ,3.16065e-01
11696  ,44.1563  ,-188.456  ,-9.5  ,3.16051e-01
14315  ,-132.845  ,-172.572  ,2  ,3.16042e-01
13272  ,34.9789  ,-192.387  ,-28.5  ,3.16031e-01
11675  ,-33.4019  ,-180.009  ,0  ,3.15986e-01
15515  ,131.25  ,-192.5  ,2  ,3.15983e-01
13284  ,8.72699  ,-192.387  ,-38  ,3.15966e-01
9604  ,-44.9046  ,-188.456  ,-38  ,3.15922e-01
15481  ,26.25  ,-183.041  ,4  ,3.15906e-01
9068  ,140  ,-192.5  ,4  ,3.15903e-01
13216  ,13.2151  ,-190.422  ,-28.5  ,3.15894e-01
14397  ,-8.11762  ,-181.02  ,2  ,3.15890e-01
12559  ,-13.4879  ,-188.456  ,-28.5  ,3.15890e-01
15283  ,103.386  ,-190.478  ,0  ,3.15885e-01
9976  ,17.9287  ,-188.456  ,-19  ,3.15877e-01
11697  ,52.4314  ,-188.456  ,-8.5  ,3.15873e-01
15286  ,96.2376  ,-192.387  ,-9.5  ,3.15861e-01
13202  ,44.1806  ,-190.422  ,-19  ,3.15848e-01
11287  ,-65.4985  ,-184.357  ,-26.8862  ,3.15841e-01
9773  ,-161.595  ,-170.504  ,0  ,3.15837e-01
9258  ,-105  ,-173.583  ,4  ,3.15819e-01
15505  ,112.057  ,-190.478  ,2  ,3.15809e-01
13286  ,-13.2624  ,-190.422  ,-38  ,3.15805e-01
11997  ,-152.619  ,-171.033  ,0  ,3.15775e-01
9465  ,69.9814  ,-192.387  ,-19  ,3.15772e-01
14322  ,-124.095  ,-172.572  ,2  ,3.15751e-01
15282  ,131.25  ,-192.5  ,0  ,3.15738e-01
13268  ,43.7295  ,-192.387  ,-28.5  ,3.15722e-01
11676  ,-24.8186  ,-180.009  ,0  ,3.15720e-01
9771  ,-143.643  ,-171.561  ,0  ,3.15712e-01
13200  ,77.2064  ,-190.422  ,-9.5  ,3.15702e-01
9757  ,84.4314  ,-188.456  ,0  ,3.15697e-01
9451  ,17.4776  ,-192.387  ,-38  ,3.15671e-01
13205  ,52.4558  ,-190.422  ,-18  ,3.15662e-01
15523  ,140  ,-192.5  ,2  ,3.15656e-01
12567  ,-35.9284  ,-188.456  ,-38  ,3.15641e-01
14398  ,0.46571  ,-181.02  ,2  ,3.15614e-01
15480  ,35  ,-183.041  ,4  ,3.15607e-01
12560  ,-4.51174  ,-188.456  ,-28.5  ,3.15598e-01
11283  ,-57.4985  ,-184.357  ,-26.8862  ,3.15596e-01
12996  ,-192.538  ,-174.894  ,-28.5  ,3.15593e-01
13215  ,22.1913  ,-190.422  ,-28.5  ,3.15591e-01
15531  ,148.75  ,-192.5  ,4  ,3.15576e-01
11254  ,26.9049  ,-188.456  ,-19  ,3.15571e-01
15284  ,112.057  ,-190.478  ,0  ,3.15562e-01
14343  ,-96.25  ,-173.583  ,4  ,3.15540e-01
15285  ,104.988  ,-192.387  ,-9.5  ,3.15535e-01
11667  ,-58.2427  ,-179.45  ,-8.01523  ,3.15533e-01
13281  ,-4.51174  ,-190.422  ,-38  ,3.15519e-01
15288  ,85.9657  ,-190.478  ,-8.5  ,3.15515e-01
11665  ,-50.5686  ,-180.009  ,-8.5  ,3.15490e-01
15511  ,120.807  ,-190.478  ,2  ,3.15483e-01
14323  ,-115.119  ,-172.572  ,2  ,3.15453e-01
15820  ,-192.5  ,-166.25  ,4  ,3.15450e-01
11680  ,-16.2352  ,-180.009  ,0  ,3.15450e-01
13201  ,78.7321  ,-192.387  ,-19  ,3.15441e-01
11999  ,-134.667  ,-171.561  ,0  ,3.15414e-01
9105  ,140  ,-192.5  ,0  ,3.15412e-01
13267  ,52.4802  ,-192.387  ,-28.5  ,3.15407e-01
12039  ,93.1018  ,-188.456  ,0  ,3.15373e-01
13279  ,26.2283  ,-192.387  ,-38  ,3.15372e-01
9605  ,-26.9522  ,-188.456  ,-38  ,3.15358e-01
13199  ,61.2064  ,-190.422  ,-18  ,3.15337e-01
14399  ,9.04904  ,-181.02  ,2  ,3.15334e-01
15522  ,148.75  ,-192.5  ,2  ,3.15330e-01
12557  ,4.46445  ,-188.456  ,-28.5  ,3.15303e-01
15487  ,43.75  ,-183.041  ,4  ,3.15302e-01
13211  ,30.9419  ,-190.422  ,-28.5  ,3.15290e-01
9256  ,-87.5  ,-173.583  ,4  ,3.15269e-01
9977  ,35.8811  ,-188.456  ,-19  ,3.15261e-01
9067  ,157.5  ,-192.5  ,4  ,3.15250e-01
15278  ,120.807  ,-190.478  ,0  ,3.15237e-01
13280  ,4.46445  ,-190.422  ,-38  ,3.15223e-01
15281  ,113.738  ,-192.387  ,-9.5  ,3.15209e-01
15811  ,-192.5  ,-166.197  ,2  ,3.15184e-01
11681  ,-7.65191  ,-180.009  ,0  ,3.15178e-01
14331  ,-106.369  ,-172.572  ,2  ,3.15165e-01
15512  ,129.477  ,-190.478  ,2  ,3.15161e-01
9769  ,-125.69  ,-171.561  ,0  ,3.15113e-01
9466  ,87.4827  ,-192.387  ,-19  ,3.15112e-01
15276  ,148.75  ,-192.5  ,0  ,3.15086e-01
13261  ,61.2308  ,-192.387  ,-28.5  ,3.15083e-01
11275  ,44.1563  ,-188.456  ,-18  ,3.15081e-01
12564  ,-17.976  ,-188.456  ,-38  ,3.15071e-01
9452  ,34.9789  ,-192.387  ,-38  ,3.15068e-01
9756  ,101.772  ,-188.456  ,0  ,3.15051e-01
13191  ,94.6275  ,-190.422  ,-9.5  ,3.15049e-01
14194  ,17.799  ,-181.02  ,2  ,3.15044e-01
11294  ,-74.2427  ,-179.45  ,-16.5152  ,3.15037e-01
14358  ,-78.75  ,-173.583  ,4  ,3.15006e-01
15530  ,157.5  ,-192.5  ,2  ,3.15004e-01
12556  ,13.4406  ,-188.456  ,-28.5  ,3.15004e-01
15486  ,52.5  ,-183.041  ,4  ,3.14990e-01
13210  ,39.9181  ,-190.422  ,-28.5  ,3.14976e-01
13276  ,13.2151  ,-190.422  ,-38  ,3.14930e-01
15537  ,166.25  ,-192.5  ,4  ,3.14924e-01
15559  ,-192.5  ,-166.147  ,0  ,3.14921e-01
15279  ,129.477  ,-190.478  ,0  ,3.14916e-01
11685  ,0.931421  ,-180.009  ,0  ,3.14901e-01
9970  ,52.4314  ,-188.456  ,-17  ,3.14898e-01
15280  ,122.489  ,-192.387  ,-9.5  ,3.14885e-01
14338  ,-97.619  ,-172.572  ,2  ,3.14883e-01
15518  ,138.227  ,-190.478  ,2  ,3.14836e-01
15817  ,-183.75  ,-165.417  ,4  ,3.14817e-01
