18:23, Thursday, August 05, 2021
12001  ,-116.714  ,-171.561  ,0  ,3.14812e-01
13193  ,96.2333  ,-192.387  ,-19  ,3.14785e-01
9606  ,-8.99983  ,-188.456  ,-38  ,3.14781e-01
9106  ,157.5  ,-192.5  ,0  ,3.14761e-01
13274  ,43.7295  ,-192.387  ,-38  ,3.14759e-01
14195  ,26.3824  ,-181.02  ,2  ,3.14756e-01
13260  ,69.9814  ,-192.387  ,-28.5  ,3.14752e-01
9254  ,-70  ,-173.583  ,4  ,3.14747e-01
13204  ,52.4558  ,-190.422  ,-26.5  ,3.14738e-01
10198  ,-64.4285  ,-180.257  ,-19.7724  ,3.14737e-01
13196  ,77.2064  ,-190.422  ,-18  ,3.14733e-01
12044  ,110.443  ,-188.456  ,0  ,3.14730e-01
13183  ,103.378  ,-190.422  ,-9.5  ,3.14724e-01
12554  ,22.4168  ,-188.456  ,-28.5  ,3.14701e-01
15529  ,166.25  ,-192.5  ,2  ,3.14679e-01
12033  ,84.4314  ,-188.456  ,-8.5  ,3.14675e-01
15493  ,61.25  ,-183.041  ,4  ,3.14670e-01
13206  ,48.6687  ,-190.422  ,-28.5  ,3.14665e-01
9502  ,-192.538  ,-174.894  ,-38  ,3.14658e-01
13275  ,22.1913  ,-190.422  ,-38  ,3.14626e-01
11689  ,9.51475  ,-180.009  ,0  ,3.14621e-01
9066  ,175  ,-192.5  ,4  ,3.14599e-01
15272  ,138.227  ,-190.478  ,0  ,3.14591e-01
12874  ,-190.531  ,-172.699  ,-28.5  ,3.14566e-01
15275  ,131.238  ,-192.387  ,-9.5  ,3.14560e-01
11278  ,-58.2427  ,-179.45  ,-16.5152  ,3.14551e-01
15519  ,146.897  ,-190.478  ,2  ,3.14514e-01
9767  ,-107.738  ,-171.561  ,0  ,3.14514e-01
14341  ,-85.0343  ,-172.572  ,2  ,3.14494e-01
12561  ,-0.0236412  ,-188.456  ,-38  ,3.14486e-01
14369  ,-61.25  ,-173.583  ,4  ,3.14486e-01
9467  ,104.984  ,-192.387  ,-19  ,3.14459e-01
14183  ,35.1324  ,-181.02  ,2  ,3.14457e-01
9453  ,52.4802  ,-192.387  ,-38  ,3.14443e-01
13203  ,60.4558  ,-190.422  ,-26.5  ,3.14442e-01
15269  ,166.25  ,-192.5  ,0  ,3.14435e-01
13254  ,78.7321  ,-192.387  ,-28.5  ,3.14422e-01
15302  ,61.25  ,-183.041  ,2  ,3.14419e-01
9755  ,119.113  ,-188.456  ,0  ,3.14409e-01
13189  ,85.9571  ,-190.422  ,-18  ,3.14405e-01
13184  ,112.049  ,-190.422  ,-9.5  ,3.14403e-01
12553  ,31.393  ,-188.456  ,-28.5  ,3.14392e-01
14209  ,-175  ,-165  ,4  ,3.14359e-01
15536  ,175  ,-192.5  ,2  ,3.14353e-01
12036  ,93.1018  ,-188.456  ,-8.5  ,3.14351e-01
15492  ,70  ,-183.041  ,4  ,3.14343e-01
11688  ,18.0981  ,-180.009  ,0  ,3.14337e-01
13271  ,30.9419  ,-190.422  ,-38  ,3.14325e-01
11297  ,-82.5686  ,-179.482  ,-25.5  ,3.14321e-01
15542  ,183.75  ,-192.5  ,4  ,3.14274e-01
15273  ,146.897  ,-190.478  ,0  ,3.14270e-01
15274  ,139.989  ,-192.387  ,-9.5  ,3.14236e-01
14355  ,-76.2843  ,-172.572  ,2  ,3.14233e-01
9252  ,-52.5  ,-173.583  ,4  ,3.14219e-01
15525  ,155.647  ,-190.478  ,2  ,3.14190e-01
9607  ,8.95255  ,-188.456  ,-38  ,3.14188e-01
15809  ,-190.512  ,-164.002  ,2  ,3.14169e-01
14184  ,43.7157  ,-181.02  ,2  ,3.14159e-01
13187  ,113.735  ,-192.387  ,-19  ,3.14135e-01
13269  ,61.2308  ,-192.387  ,-38  ,3.14120e-01
13198  ,69.2064  ,-190.422  ,-26.5  ,3.14113e-01
9107  ,175  ,-192.5  ,0  ,3.14110e-01
12339  ,-95.1533  ,-171.561  ,0  ,3.14107e-01
13253  ,87.4827  ,-192.387  ,-28.5  ,3.14094e-01
15301  ,70  ,-183.041  ,2  ,3.14091e-01
12049  ,127.783  ,-188.456  ,0  ,3.14089e-01
13178  ,120.799  ,-190.422  ,-9.5  ,3.14079e-01
12549  ,40.3692  ,-188.456  ,-28.5  ,3.14079e-01
14307  ,-166.25  ,-165  ,4  ,3.14077e-01
11694  ,26.6814  ,-180.009  ,0  ,3.14049e-01
15541  ,183.75  ,-192.5  ,2  ,3.14028e-01
15500  ,78.75  ,-183.041  ,4  ,3.14014e-01
13270  ,39.9181  ,-190.422  ,-38  ,3.14010e-01
15277  ,124.072  ,-190.478  ,-9.5  ,3.13983e-01
11277  ,52.4314  ,-188.456  ,-25.5  ,3.13967e-01
14379  ,-43.75  ,-173.583  ,4  ,3.13949e-01
9065  ,192.5  ,-192.5  ,4  ,3.13948e-01
15265  ,155.647  ,-190.478  ,0  ,3.13946e-01
15268  ,148.739  ,-192.387  ,-9.5  ,3.13912e-01
15556  ,-190.512  ,-163.952  ,0  ,3.13906e-01
12551  ,48.6444  ,-188.456  ,-27.5  ,3.13890e-01
12558  ,17.9287  ,-188.456  ,-38  ,3.13886e-01
15526  ,164.318  ,-190.478  ,2  ,3.13868e-01
13188  ,97.5867  ,-190.422  ,-19  ,3.13861e-01
14173  ,52.4657  ,-181.02  ,2  ,3.13848e-01
9468  ,122.485  ,-192.387  ,-19  ,3.13811e-01
13197  ,77.2064  ,-190.422  ,-26.5  ,3.13811e-01
15553  ,-192.538  ,-166.147  ,-9.5  ,3.13809e-01
12035  ,104.731  ,-188.456  ,-9.5  ,3.13803e-01
9454  ,69.9814  ,-192.387  ,-38  ,3.13790e-01
15547  ,183.75  ,-192.5  ,0  ,3.13785e-01
9754  ,136.454  ,-188.456  ,0  ,3.13770e-01
13248  ,96.2333  ,-192.387  ,-28.5  ,3.13767e-01
13264  ,52.4558  ,-190.422  ,-36  ,3.13761e-01
11693  ,35.2648  ,-180.009  ,0  ,3.13757e-01
14353  ,-60.2843  ,-172.572  ,2  ,3.13756e-01
15297  ,61.2157  ,-182.031  ,0  ,3.13725e-01
9680  ,-82.5686  ,-171.561  ,0  ,3.13721e-01
15548  ,192.5  ,-192.5  ,2  ,3.13703e-01
13266  ,48.6687  ,-190.422  ,-38  ,3.13699e-01
9974  ,84.4314  ,-188.456  ,-17  ,3.13698e-01
15499  ,87.5  ,-183.041  ,4  ,3.13686e-01
9250  ,-35  ,-173.583  ,4  ,3.13680e-01
11276  ,60.4314  ,-188.456  ,-25.5  ,3.13671e-01
15271  ,132.822  ,-190.478  ,-9.5  ,3.13660e-01
12303  ,-188.524  ,-166.016  ,-9.5  ,3.13629e-01
12994  ,-190.531  ,-172.699  ,-38  ,3.13628e-01
15266  ,164.318  ,-190.478  ,0  ,3.13624e-01
15294  ,66.2641  ,-184.106  ,-6.87561  ,3.13619e-01
12870  ,-190.531  ,-168.211  ,-19  ,3.13594e-01
15267  ,157.49  ,-192.387  ,-9.5  ,3.13588e-01
9608  ,26.9049  ,-188.456  ,-38  ,3.13580e-01
15532  ,173.068  ,-190.478  ,2  ,3.13544e-01
13182  ,106.337  ,-190.422  ,-19  ,3.13536e-01
14206  ,-181.762  ,-163.169  ,2  ,3.13533e-01
14367  ,-51.5343  ,-172.572  ,2  ,3.13489e-01
13181  ,131.236  ,-192.387  ,-19  ,3.13488e-01
14498  ,-155.917  ,-164.416  ,4  ,3.13485e-01
12041  ,113.402  ,-188.456  ,-9.5  ,3.13483e-01
13190  ,85.9571  ,-190.422  ,-26.5  ,3.13483e-01
13263  ,60.4558  ,-190.422  ,-36  ,3.13466e-01
13262  ,78.7321  ,-192.387  ,-38  ,3.13461e-01
9064  ,192.5  ,-192.5  ,0  ,3.13459e-01
11698  ,43.8481  ,-180.009  ,0  ,3.13459e-01
12054  ,145.124  ,-188.456  ,0  ,3.13450e-01
13247  ,104.984  ,-192.387  ,-28.5  ,3.13442e-01
11292  ,-82.5686  ,-179.482  ,-34  ,3.13439e-01
14389  ,-26.25  ,-173.583  ,4  ,3.13409e-01
13265  ,57.6449  ,-190.422  ,-38  ,3.13372e-01
15507  ,96.25  ,-183.041  ,4  ,3.13360e-01
11281  ,-50.5686  ,-179.482  ,-25.5  ,3.13344e-01
15270  ,141.798  ,-190.478  ,-9.5  ,3.13329e-01
15258  ,173.068  ,-190.478  ,0  ,3.13300e-01
12555  ,35.8811  ,-188.456  ,-38  ,3.13269e-01
15261  ,166.239  ,-192.387  ,-9.5  ,3.13263e-01
11296  ,-82.5686  ,-174.995  ,-17  ,3.13241e-01
15533  ,181.738  ,-190.478  ,2  ,3.13223e-01
14376  ,-42.7843  ,-172.572  ,2  ,3.13218e-01
13177  ,115.088  ,-190.422  ,-19  ,3.13213e-01
11290  ,-74.5686  ,-179.482  ,-34  ,3.13193e-01
9469  ,139.987  ,-192.387  ,-19  ,3.13165e-01
11260  ,96.061  ,-188.456  ,-18  ,3.13155e-01
11705  ,52.4314  ,-180.009  ,0  ,3.13154e-01
12040  ,122.378  ,-188.456  ,-9.5  ,3.13153e-01
13257  ,69.2064  ,-190.422  ,-36  ,3.13136e-01
9248  ,-17.5  ,-173.583  ,4  ,3.13136e-01
9455  ,87.4827  ,-192.387  ,-38  ,3.13133e-01
9753  ,153.795  ,-188.456  ,0  ,3.13130e-01
13243  ,113.735  ,-192.387  ,-28.5  ,3.13118e-01
14204  ,-168.298  ,-163.169  ,2  ,3.13101e-01
9971  ,52.4314  ,-188.456  ,-34  ,3.13082e-01
14499  ,-147.167  ,-164.124  ,4  ,3.13069e-01
13259  ,66.3956  ,-190.422  ,-38  ,3.13045e-01
15506  ,105  ,-183.041  ,4  ,3.13038e-01
12550  ,48.6444  ,-188.456  ,-36  ,3.13016e-01
15264  ,150.548  ,-190.478  ,-9.5  ,3.13007e-01
13192  ,93.0986  ,-190.422  ,-28.5  ,3.13006e-01
15262  ,183.741  ,-192.387  ,-6.33333  ,3.12981e-01
15259  ,181.738  ,-190.478  ,0  ,3.12978e-01
14375  ,-34.201  ,-172.572  ,2  ,3.12953e-01
9609  ,44.8573  ,-188.456  ,-38  ,3.12952e-01
15260  ,174.99  ,-192.387  ,-9.5  ,3.12939e-01
14161  ,77.2157  ,-181.02  ,2  ,3.12926e-01
15538  ,190.488  ,-190.478  ,2  ,3.12897e-01
13176  ,124.064  ,-190.422  ,-19  ,3.12883e-01
14401  ,-8.75  ,-173.583  ,4  ,3.12860e-01
13175  ,148.737  ,-192.387  ,-19  ,3.12842e-01
12046  ,131.048  ,-188.456  ,-9.5  ,3.12835e-01
13256  ,77.2064  ,-190.422  ,-36  ,3.12834e-01
12058  ,162.465  ,-188.456  ,0  ,3.12810e-01
13255  ,96.2334  ,-192.387  ,-38  ,3.12807e-01
13242  ,122.485  ,-192.387  ,-28.5  ,3.12796e-01
12878  ,-190.531  ,-163.952  ,-9.5  ,3.12790e-01
12306  ,-188.524  ,-161.528  ,0  ,3.12790e-01
11271  ,60.4314  ,-188.456  ,-34  ,3.12787e-01
14505  ,-138.584  ,-164.124  ,4  ,3.12779e-01
10293  ,-65.1726  ,-175.35  ,-17.9014  ,3.12772e-01
11263  ,84.4314  ,-188.456  ,-25.5  ,3.12768e-01
9843  ,-50.5686  ,-171.561  ,0  ,3.12761e-01
12881  ,-192.538  ,-166.147  ,-19  ,3.12752e-01
14351  ,-67.9584  ,-172.013  ,-6.01523  ,3.12751e-01
15514  ,113.75  ,-183.041  ,4  ,3.12718e-01
13258  ,75.3718  ,-190.422  ,-38  ,3.12705e-01
11289  ,-58.5686  ,-179.482  ,-34  ,3.12702e-01
12547  ,57.6206  ,-188.456  ,-36  ,3.12690e-01
14385  ,-25.451  ,-172.572  ,2  ,3.12682e-01
13186  ,101.849  ,-190.422  ,-28.5  ,3.12682e-01
15263  ,159.524  ,-190.478  ,-9.5  ,3.12675e-01
15544  ,192.49  ,-192.387  ,-6.33333  ,3.12656e-01
15543  ,190.488  ,-190.478  ,0  ,3.12653e-01
12552  ,53.8335  ,-188.456  ,-38  ,3.12630e-01
9978  ,107.691  ,-188.456  ,-19  ,3.12614e-01
9679  ,-188.524  ,-170.504  ,-38  ,3.12598e-01
14147  ,85.9657  ,-181.02  ,2  ,3.12596e-01
9246  ,0  ,-173.583  ,4  ,3.12580e-01
13172  ,132.815  ,-190.422  ,-19  ,3.12561e-01
9470  ,157.488  ,-192.387  ,-19  ,3.12519e-01
14492  ,-157.965  ,-162.585  ,2  ,3.12508e-01
13250  ,85.9571  ,-190.422  ,-36  ,3.12506e-01
12045  ,140.025  ,-188.456  ,-9.5  ,3.12505e-01
11666  ,-41.9852  ,-171.561  ,0  ,3.12495e-01
13195  ,66.2549  ,-184.05  ,-16.3756  ,3.12490e-01
9752  ,171.136  ,-188.456  ,0  ,3.12490e-01
9972  ,68.4314  ,-188.456  ,-34  ,3.12486e-01
9456  ,104.984  ,-192.387  ,-38  ,3.12483e-01
14506  ,-129.834  ,-164.124  ,4  ,3.12478e-01
13238  ,131.236  ,-192.387  ,-28.5  ,3.12473e-01
11284  ,-50.5686  ,-179.482  ,-34  ,3.12457e-01
12032  ,73.4799  ,-182.085  ,-6.87561  ,3.12450e-01
14493  ,-148.988  ,-163.114  ,2  ,3.12440e-01
14386  ,-16.8676  ,-172.572  ,2  ,3.12414e-01
15513  ,122.5  ,-183.041  ,4  ,3.12399e-01
12546  ,65.6206  ,-188.456  ,-36  ,3.12391e-01
13252  ,84.1224  ,-190.422  ,-38  ,3.12377e-01
12301  ,-175.059  ,-161.528  ,0  ,3.12361e-01
15256  ,168.274  ,-190.478  ,-9.5  ,3.12351e-01
13185  ,110.825  ,-190.422  ,-28.5  ,3.12351e-01
9610  ,62.8097  ,-188.456  ,-38  ,3.12298e-01
14400  ,8.75  ,-173.583  ,4  ,3.12297e-01
12540  ,91.5729  ,-188.456  ,-27.5  ,3.12291e-01
11253  ,116.667  ,-188.456  ,-19  ,3.12284e-01
14148  ,94.6361  ,-181.02  ,2  ,3.12273e-01
11280  ,-50.5686  ,-174.995  ,-17  ,3.12271e-01
12865  ,-157.965  ,-162.585  ,0  ,3.12263e-01
12336  ,-74.2427  ,-171.002  ,-8.01523  ,3.12249e-01
13171  ,141.791  ,-190.422  ,-19  ,3.12231e-01
9846  ,-33.4019  ,-171.561  ,0  ,3.12229e-01
15257  ,181.738  ,-190.478  ,-6.33333  ,3.12222e-01
13170  ,166.238  ,-192.387  ,-19  ,3.12196e-01
12866  ,-148.988  ,-163.114  ,0  ,3.12195e-01
12051  ,148.695  ,-188.456  ,-9.5  ,3.12187e-01
11269  ,76.4314  ,-188.456  ,-34  ,3.12184e-01
14512  ,-121.25  ,-164.124  ,4  ,3.12181e-01
12060  ,179.806  ,-188.456  ,0  ,3.12169e-01
13249  ,113.735  ,-192.387  ,-38  ,3.12159e-01
13237  ,139.987  ,-192.387  ,-28.5  ,3.12151e-01
14501  ,-140.405  ,-163.114  ,2  ,3.12150e-01
14395  ,-8.11762  ,-172.572  ,2  ,3.12138e-01
11703  ,52.4314  ,-180.009  ,-8.5  ,3.12124e-01
15521  ,131.25  ,-183.041  ,4  ,3.12081e-01
11272  ,57.4799  ,-182.085  ,-15.3756  ,3.12058e-01
11123  ,-73.4985  ,-175.382  ,-26.8862  ,3.12056e-01
12544  ,74.5967  ,-188.456  ,-36  ,3.12052e-01
13251  ,93.0986  ,-190.422  ,-38  ,3.12043e-01
13180  ,119.576  ,-190.422  ,-28.5  ,3.12029e-01
9286  ,17.5  ,-173.583  ,4  ,3.12011e-01
11659  ,-24.8186  ,-171.561  ,0  ,3.11963e-01
12548  ,71.7859  ,-188.456  ,-38  ,3.11959e-01
9979  ,125.643  ,-188.456  ,-19  ,3.11955e-01
12034  ,84.4314  ,-180.009  ,0  ,3.11955e-01
14138  ,103.386  ,-181.02  ,2  ,3.11951e-01
9392  ,192.49  ,-192.387  ,-12.6667  ,3.11926e-01
13167  ,150.542  ,-190.422  ,-19  ,3.11910e-01
13612  ,183.74  ,-192.387  ,-15.8333  ,3.11896e-01
12727  ,-140.018  ,-163.114  ,0  ,3.11890e-01
9973  ,84.4314  ,-188.456  ,-34  ,3.11883e-01
14513  ,-112.5  ,-164.124  ,4  ,3.11881e-01
13611  ,190.483  ,-190.422  ,-6.33333  ,3.11872e-01
9471  ,174.989  ,-192.387  ,-19  ,3.11871e-01
14396  ,0.46571  ,-172.572  ,2  ,3.11864e-01
12050  ,157.671  ,-188.456  ,-9.5  ,3.11857e-01
9751  ,188.476  ,-188.456  ,0  ,3.11847e-01
14502  ,-131.429  ,-163.114  ,2  ,3.11839e-01
9457  ,122.485  ,-192.387  ,-38  ,3.11837e-01
13233  ,148.737  ,-192.387  ,-28.5  ,3.11829e-01
13194  ,70.4807  ,-183.604  ,-19.2199  ,3.11812e-01
11662  ,-58.2427  ,-171.002  ,-8.01523  ,3.11769e-01
15520  ,140  ,-183.041  ,4  ,3.11763e-01
12539  ,103.203  ,-188.456  ,-28.5  ,3.11756e-01
12031  ,77.7057  ,-181.639  ,-9.71987  ,3.11754e-01
12543  ,82.5967  ,-188.456  ,-36  ,3.11751e-01
12997  ,-192.538  ,-166.147  ,-28.5  ,3.11749e-01
14196  ,26.25  ,-173.583  ,4  ,3.11721e-01
13246  ,101.849  ,-190.422  ,-38  ,3.11719e-01
13179  ,128.552  ,-190.422  ,-28.5  ,3.11700e-01
9845  ,-16.2352  ,-171.561  ,0  ,3.11694e-01
9021  ,-192.5  ,-157.5  ,4  ,3.11654e-01
14139  ,112.057  ,-181.02  ,2  ,3.11637e-01
12038  ,93.1018  ,-180.009  ,0  ,3.11632e-01
11252  ,134.619  ,-188.456  ,-19  ,3.11626e-01
9611  ,80.7621  ,-188.456  ,-38  ,3.11621e-01
14518  ,-103.917  ,-164.124  ,4  ,3.11592e-01
14193  ,9.21571  ,-172.572  ,2  ,3.11581e-01
13166  ,159.518  ,-190.422  ,-19  ,3.11579e-01
12728  ,-131.042  ,-163.114  ,0  ,3.11578e-01
11022  ,-57.4985  ,-175.382  ,-26.8862  ,3.11568e-01
12342  ,-188.524  ,-166.016  ,-28.5  ,3.11568e-01
14508  ,-122.846  ,-163.114  ,2  ,3.11540e-01
12055  ,166.342  ,-188.456  ,-9.5  ,3.11537e-01
13244  ,131.236  ,-192.387  ,-38  ,3.11516e-01
13232  ,157.488  ,-192.387  ,-28.5  ,3.11507e-01
15528  ,148.75  ,-183.041  ,4  ,3.11444e-01
14350  ,-71.0275  ,-167.497  ,-1.11969  ,3.11433e-01
12537  ,112.179  ,-188.456  ,-28.5  ,3.11426e-01
9288  ,35  ,-173.583  ,4  ,3.11426e-01
11661  ,-7.65191  ,-171.561  ,0  ,3.11424e-01
12541  ,91.5729  ,-188.456  ,-36  ,3.11417e-01
12056  ,179.806  ,-188.456  ,-6.33333  ,3.11410e-01
13245  ,110.825  ,-190.422  ,-38  ,3.11389e-01
15812  ,-192.5  ,-157.45  ,2  ,3.11386e-01
13174  ,137.303  ,-190.422  ,-28.5  ,3.11379e-01
14129  ,120.807  ,-181.02  ,2  ,3.11320e-01
14519  ,-95.1671  ,-164.124  ,4  ,3.11307e-01
14192  ,17.799  ,-172.572  ,2  ,3.11301e-01
9980  ,143.595  ,-188.456  ,-19  ,3.11298e-01
12545  ,89.7383  ,-188.456  ,-38  ,3.11286e-01
14352  ,-65.5411  ,-167.497  ,-1.11969  ,3.11270e-01
12729  ,-122.071  ,-163.114  ,0  ,3.11264e-01
13162  ,168.268  ,-190.422  ,-19  ,3.11256e-01
15527  ,157.5  ,-183.333  ,4  ,3.11251e-01
14509  ,-113.869  ,-163.114  ,2  ,3.11228e-01
13614  ,192.49  ,-192.387  ,-19  ,3.11220e-01
12037  ,104.731  ,-180.009  ,0  ,3.11205e-01
13605  ,183.74  ,-192.387  ,-22.1667  ,3.11203e-01
9458  ,139.987  ,-192.387  ,-38  ,3.11194e-01
13229  ,166.238  ,-192.387  ,-28.5  ,3.11183e-01
9844  ,0.931421  ,-171.561  ,0  ,3.11149e-01
13610  ,190.483  ,-190.422  ,-12.6667  ,3.11140e-01
14186  ,43.75  ,-173.583  ,4  ,3.11124e-01
9062  ,-192.5  ,-157.4  ,0  ,3.11120e-01
13163  ,181.733  ,-190.422  ,-15.8333  ,3.11108e-01
12536  ,121.155  ,-188.456  ,-28.5  ,3.11098e-01
12059  ,188.476  ,-188.456  ,-6.33333  ,3.11088e-01
13241  ,119.576  ,-190.422  ,-38  ,3.11068e-01
13173  ,146.279  ,-190.422  ,-28.5  ,3.11050e-01
14524  ,-86.5837  ,-164.124  ,4  ,3.11039e-01
15810  ,-183.75  ,-156.667  ,4  ,3.11018e-01
14342  ,-94.005  ,-164.124  ,2  ,3.11016e-01
14182  ,26.549  ,-172.572  ,2  ,3.11011e-01
14130  ,129.477  ,-181.02  ,2  ,3.11008e-01
11251  ,152.572  ,-188.456  ,-19  ,3.10969e-01
9612  ,98.7144  ,-188.456  ,-38  ,3.10955e-01
12730  ,-113.095  ,-163.114  ,0  ,3.10951e-01
14515  ,-105.286  ,-163.114  ,2  ,3.10935e-01
15535  ,166.25  ,-183.333  ,4  ,3.10931e-01
11288  ,-66.5686  ,-174.995  ,-34  ,3.10929e-01
12335  ,-77.3118  ,-166.486  ,-3.11969  ,3.10922e-01
12029  ,84.4314  ,-180.009  ,-8.5  ,3.10921e-01
12043  ,113.402  ,-180.009  ,0  ,3.10892e-01
13239  ,148.737  ,-192.387  ,-38  ,3.10873e-01
11660  ,9.51475  ,-171.561  ,0  ,3.10872e-01
13228  ,174.989  ,-192.387  ,-28.5  ,3.10859e-01
9290  ,52.5  ,-173.583  ,4  ,3.10816e-01
10206  ,-65.9168  ,-170.443  ,-16.0305  ,3.10813e-01
11265  ,65.4799  ,-182.085  ,-23.8756  ,3.10810e-01
13002  ,-192.538  ,-166.147  ,-38  ,3.10803e-01
14525  ,-77.8337  ,-164.124  ,4  ,3.10782e-01
11257  ,77.7057  ,-181.639  ,-18.2199  ,3.10775e-01
12534  ,130.131  ,-188.456  ,-28.5  ,3.10770e-01
13240  ,128.552  ,-190.422  ,-38  ,3.10739e-01
13169  ,155.03  ,-190.422  ,-28.5  ,3.10729e-01
12879  ,-190.531  ,-163.952  ,-28.5  ,3.10723e-01
14181  ,35.1324  ,-172.572  ,2  ,3.10722e-01
14119  ,138.227  ,-181.02  ,2  ,3.10692e-01
12732  ,-104.124  ,-163.114  ,0  ,3.10645e-01
9981  ,161.548  ,-188.456  ,-19  ,3.10640e-01
12542  ,107.691  ,-188.456  ,-38  ,3.10626e-01
15534  ,175  ,-183.333  ,4  ,3.10609e-01
9922  ,-188.524  ,-161.528  ,-19  ,3.10606e-01
9847  ,18.0981  ,-171.561  ,0  ,3.10592e-01
12042  ,122.378  ,-180.009  ,0  ,3.10569e-01
9459  ,157.488  ,-192.387  ,-38  ,3.10551e-01
9393  ,192.49  ,-192.387  ,-25.3333  ,3.10540e-01
14529  ,-69.2504  ,-164.124  ,4  ,3.10530e-01
